,filename,onsets_essentia-hfc,onsets_essentia-complex,onsets_essentia-phase,onsets_essentia-flux,onsets_essentia-melflux,onsets_essentia-rms,onsets_MIRtoolbox-std,onsets_librosa-std
0,audio/bachRichter1970/Bach_1_Richter_1_Major_bachRichter1970.wav,28,44,34,43,51,50,41,47
0,audio/bachRichter1970/Bach_1_Richter_1_minor_bachRichter1970.wav,82,101,150,111,185,186,136,82
0,audio/bachRichter1970/Bach_1_Richter_2_Major_bachRichter1970.wav,62,92,87,94,114,114,113,116
0,audio/bachRichter1970/Bach_1_Richter_2_minor_bachRichter1970.wav,91,147,150,143,181,187,149,149
0,audio/bachRichter1970/Bach_1_Richter_3_Major_bachRichter1970.wav,76,104,116,109,137,145,120,125
0,audio/bachRichter1970/Bach_1_Richter_3_minor_bachRichter1970.wav,76,85,111,105,231,176,86,69
0,audio/bachRichter1970/Bach_1_Richter_4_Major_bachRichter1970.wav,70,96,108,97,129,148,111,82
0,audio/bachRichter1970/Bach_1_Richter_4_minor_bachRichter1970.wav,70,124,149,133,164,206,154,71
0,audio/bachRichter1970/Bach_1_Richter_5_Major_bachRichter1970.wav,84,115,132,111,182,183,164,87
0,audio/bachRichter1970/Bach_1_Richter_5_minor_bachRichter1970.wav,112,134,199,155,220,270,195,108
0,audio/bachRichter1970/Bach_1_Richter_6_Major_bachRichter1970.wav,73,96,111,94,118,155,111,97
0,audio/bachRichter1970/Bach_1_Richter_6_minor_bachRichter1970.wav,71,100,87,93,124,126,106,103
0,audio/bachRichter1970/Bach_1_Richter_7_Major_bachRichter1970.wav,63,99,105,100,148,157,95,47
0,audio/bachRichter1970/Bach_1_Richter_7_minor_bachRichter1970.wav,93,161,213,170,225,343,235,154
0,audio/bachRichter1970/Bach_1_Richter_8_Major_bachRichter1970.wav,44,56,55,57,82,83,56,47
0,audio/bachRichter1970/Bach_1_Richter_8_minor_bachRichter1970.wav,56,84,90,88,122,140,88,80
0,audio/bachRichter1970/Bach_1_Richter_9_Major_bachRichter1970.wav,63,97,128,107,138,171,99,102
0,audio/bachRichter1970/Bach_1_Richter_9_minor_bachRichter1970.wav,67,71,79,79,113,93,69,77
0,audio/bachTureck1953/Bach_1_Tureck_0_Major_bachTureck1953.wav,5,122,135,124,196,163,129,155
0,audio/bachTureck1953/Bach_1_Tureck_0_minor_bachTureck1953.wav,61,113,103,108,120,131,110,114
0,audio/bachTureck1953/Bach_1_Tureck_10_Major_bachTureck1953.wav,34,144,137,135,225,193,148,177
0,audio/bachTureck1953/Bach_1_Tureck_10_minor_bachTureck1953.wav,6,89,97,95,235,134,86,100
0,audio/bachTureck1953/Bach_1_Tureck_11_Major_bachTureck1953.wav,21,126,62,126,193,134,94,131
0,audio/bachTureck1953/Bach_1_Tureck_11_minor_bachTureck1953.wav,6,56,74,61,121,119,63,58
0,audio/bachTureck1953/Bach_1_Tureck_1_Major_bachTureck1953.wav,9,34,31,34,39,38,32,37
0,audio/bachTureck1953/Bach_1_Tureck_1_minor_bachTureck1953.wav,15,102,112,106,184,173,99,125
0,audio/bachTureck1953/Bach_1_Tureck_2_Major_bachTureck1953.wav,56,113,85,111,119,104,95,116
0,audio/bachTureck1953/Bach_1_Tureck_2_minor_bachTureck1953.wav,30,142,140,138,179,173,149,174
0,audio/bachTureck1953/Bach_1_Tureck_3_Major_bachTureck1953.wav,83,129,153,131,183,199,141,130
0,audio/bachTureck1953/Bach_1_Tureck_3_minor_bachTureck1953.wav,28,95,123,104,229,199,93,102
0,audio/bachTureck1953/Bach_1_Tureck_4_Major_bachTureck1953.wav,5,100,95,94,165,123,96,112
0,audio/bachTureck1953/Bach_1_Tureck_4_minor_bachTureck1953.wav,14,118,55,115,242,127,78,128
0,audio/bachTureck1953/Bach_1_Tureck_5_Major_bachTureck1953.wav,29,145,149,141,186,194,165,175
0,audio/bachTureck1953/Bach_1_Tureck_5_minor_bachTureck1953.wav,7,125,120,133,200,221,123,136
0,audio/bachTureck1953/Bach_1_Tureck_6_Major_bachTureck1953.wav,4,102,96,101,156,131,92,108
0,audio/bachTureck1953/Bach_1_Tureck_6_minor_bachTureck1953.wav,16,124,92,124,156,146,113,132
0,audio/bachTureck1953/Bach_1_Tureck_7_Major_bachTureck1953.wav,48,156,135,141,188,179,153,165
0,audio/bachTureck1953/Bach_1_Tureck_7_minor_bachTureck1953.wav,7,158,222,167,246,281,167,217
0,audio/bachTureck1953/Bach_1_Tureck_8_Major_bachTureck1953.wav,55,60,65,59,115,69,57,59
0,audio/bachTureck1953/Bach_1_Tureck_8_minor_bachTureck1953.wav,29,88,92,89,126,134,88,86
0,audio/bachTureck1953/Bach_1_Tureck_9_Major_bachTureck1953.wav,78,119,108,120,193,138,115,119
0,audio/bachTureck1953/Bach_1_Tureck_9_minor_bachTureck1953.wav,66,100,90,96,136,118,98,106
